id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,latitude,longitude,altitude_med
45,6042,Clans,518181,2012,Jan,17,13,Involontaire,travaux,44.003,7.1827,630.0
46,6116,Saint-Auban,120500,2012,Mar,16,10,Involontaire,travaux,43.8319,6.7367,1070.0
47,2B049,Calenzana,50000,2012,Mar,11,17,Malveillance,NA,42.4736,8.7863,547.0
48,48119,PrÃ©venchÃ¨res,50000,2012,Feb,21,14,Involontaire,travaux,44.5144,3.9119,900.0
49,66179,Saint-Laurent-de-Cerdans,70000,2012,Mar,24,13,Involontaire,travaux,42.3944,2.6222,725.0
50,66016,Banyuls-sur-Mer,50000,2012,Mar,25,12,Involontaire,travaux,42.4602,3.1015,72.0
51,7045,Burzet,590000,2012,Mar,27,16,Malveillance,NA,44.7473,4.2346,602.0
52,5033,Chanousse,223300,2012,Mar,11,13,Involontaire,particulier,44.3648,5.6592,815.0
53,7153,Mayres,114000,2012,Mar,28,20,Malveillance,NA,44.6646,4.1001,550.0
54,11265,Niort-de-Sault,53200,2012,Mar,29,13,Malveillance,NA,42.7731,1.9885,980.0
55,83007,Aups,50000,2012,Mar,28,17,Involontaire,travaux,43.6283,6.2139,390.0
56,48022,BÃ©douÃ¨s,60000,2012,Mar,16,15,Involontaire,travaux,44.35,3.6,618.0
57,48097,Moissac-VallÃ©e-FranÃ§aise,50000,2012,Mar,1,11,Involontaire,travaux,44.1587,3.792,650.0
58,48186,Salle-Prunet (La),60000,2012,Feb,26,14,Involontaire,particulier,44.3167,3.6167,618.0
59,30062,Calvisson,70606,2012,Apr,2,14,Malveillance,NA,43.7853,4.189,12.0
60,4039,Castellane,50000,2012,Feb,29,15,Involontaire,travaux,43.8485,6.4871,729.0
61,83114,Saint-Martin,60475,2012,May,5,17,Naturelle,NA,43.577,5.8869,348.0
62,34169,Montferrier-sur-Lez,76600,2012,May,13,15,Involontaire,particulier,43.6677,3.8621,45.0
63,7147,Malarce-sur-la-Thines,80000,2012,May,17,18,Naturelle,NA,44.4777,4.0512,400.0
64,2A324,Tavera,153000,2012,Mar,10,13,Malveillance,NA,42.0729,9.0296,671.0
65,2A139,Lecci,147300,2012,Mar,10,14,Involontaire,particulier,41.6594,9.3102,88.0
66,2B096,Corte,70000,2012,Jun,13,13,Malveillance,NA,42.2737,9.0691,1372.0
67,2B080,Castifao,260200,2012,Jul,1,11,Accidentelle,NA,42.5308,9.1339,560.0
68,66207,Terrats,100000,2012,Jun,25,14,Accidentelle,NA,42.6046,2.7584,200.0
69,66056,CorbÃ¨re-les-Cabanes,50000,2012,Jun,25,14,Accidentelle,NA,42.66,2.6837,180.0
70,66088,Ille-sur-TÃªt,70000,2012,Jun,25,17,Involontaire,particulier,42.6746,2.6167,158.0
71,2B058,Canari,50000,2012,Jun,23,15,Involontaire,travaux,42.8393,9.3505,140.0
72,34339,Villespassans,140000,2012,Jun,23,14,Involontaire,particulier,43.3812,2.9161,219.0
73,83150,Vinon-sur-Verdon,50000,2012,Jul,11,14,Involontaire,travaux,43.7214,5.8017,271.0
74,2B185,Oletta,60000,2012,Jul,12,10,Malveillance,NA,42.6451,9.3453,54.0
75,2B079,Castello-di-Rostino,185100,2012,Jul,13,12,Malveillance,NA,42.4732,9.2967,499.0
76,2B110,Favalello,150067,2012,Jul,13,13,Malveillance,NA,42.2886,9.2519,350.0
77,11097,Conilhac-de-la-Montagne,267000,2012,Jul,13,15,Involontaire,travaux,42.9786,2.195,222.0
78,66004,Angles (Les),300000,2012,Jul,4,10,Naturelle,NA,42.5797,2.049,2017.0
79,66021,Bompas,100000,2012,Jul,16,13,Involontaire,travaux,42.7271,2.9426,7.0
80,2B112,Feliceto,650000,2012,Jul,15,19,Malveillance,NA,42.5515,8.9415,450.0
81,11396,Trausse,672258,2012,Jul,19,11,Involontaire,travaux,43.3202,2.5675,125.0
82,11069,Carcassonne,95300,2012,Jul,21,17,Malveillance,NA,43.2078,2.3491,128.0
83,4070,Digne-les-Bains,50000,2012,Jun,22,14,Involontaire,particulier,44.0954,6.2495,595.0
84,2B185,Oletta,59000,2012,Jul,25,16,Malveillance,NA,42.6451,9.3453,54.0
85,34038,Bousquet-d'Orb (Le),130000,2012,Feb,8,16,Involontaire,particulier,43.7011,3.1495,249.0
86,48070,Grandrieu,350000,2012,Apr,28,18,Accidentelle,NA,44.7748,3.64,1260.0
87,2B185,Oletta,60000,2012,Jul,30,12,Malveillance,NA,42.6451,9.3453,54.0
88,2B185,Oletta,60000,2012,Jul,30,15,Malveillance,NA,42.6451,9.3453,54.0
89,2B049,Calenzana,60000,2012,Aug,4,15,Malveillance,NA,42.4736,8.7863,547.0
90,13067,Orgon,74000,2012,Jul,16,18,Malveillance,NA,43.7844,5.0294,250.0
91,13001,Aix-en-Provence,180000,2012,Jul,23,15,Malveillance,NA,43.536,5.3879,215.0
92,11262,Narbonne,582300,2012,Aug,9,16,Accidentelle,NA,43.1493,3.0336,13.0
93,34186,Octon,52000,2012,Feb,21,20,Involontaire,travaux,43.6588,3.2936,184.0
94,11285,Peyriac-de-Mer,71100,2012,Aug,13,16,Malveillance,NA,43.0899,2.9547,13.0
95,34032,BÃ©ziers,54000,2012,Jun,25,15,Accidentelle,NA,43.3481,3.2342,50.0
96,2B185,Oletta,90000,2012,Aug,20,12,Malveillance,NA,42.6451,9.3453,54.0
97,7038,Borne,500000,2012,Aug,21,17,Naturelle,NA,44.6115,4.0444,1230.0
98,7147,Malarce-sur-la-Thines,80000,2012,Aug,21,7,Accidentelle,NA,44.4777,4.0512,400.0
99,48148,Saint-Ã‰tienne-VallÃ©e-FranÃ§aise,50000,2012,Feb,15,15,Involontaire,particulier,44.1736,3.8492,518.0
100,66137,Perthus (Le),120000,2012,Jul,22,13,Malveillance,NA,42.4664,2.8639,295.0
101,34165,Montbazin,414500,2012,Aug,18,16,Malveillance,NA,43.5325,3.6694,34.0
102,66141,Pia,140000,2012,Jul,28,16,Accidentelle,NA,42.7506,2.9172,42.0
103,66069,Espira-de-l'Agly,50000,2012,Aug,12,4,Malveillance,NA,42.7987,2.8231,42.0
104,83099,Puget-sur-Argens,254000,2012,Aug,31,14,Involontaire,particulier,43.4712,6.6861,7.0
105,34061,Causses-et-Veyran,230000,2012,Aug,28,1,Malveillance,NA,43.4656,3.0897,140.0
106,66030,Calce,50000,2012,Aug,14,10,Malveillance,NA,42.7477,2.7545,182.0
107,66214,Tresserre,160000,2012,Aug,17,13,Accidentelle,NA,42.5559,2.842,148.0
108,66005,Angoustrine-Villeneuve-des-Escaldes,630000,2012,Aug,24,13,Involontaire,particulier,42.546,1.9443,1600.0
109,66088,Ille-sur-TÃªt,50000,2012,Sep,10,2,Malveillance,NA,42.6746,2.6167,158.0
110,66227,Villeneuve-de-la-Raho,150000,2012,Sep,13,20,Accidentelle,NA,42.6402,2.909,13.0
111,11397,TrÃ¨bes,143800,2012,Sep,14,13,Involontaire,particulier,43.209,2.4653,136.0
112,66147,PortÃ©-Puymorens,50000,2012,Jul,18,15,Naturelle,NA,42.5546,1.8381,1975.0
113,4163,Revest-du-Bion,297000,2012,Jul,18,18,Involontaire,travaux,44.1024,5.5439,804.0
114,4156,Puimichel,264000,2012,Jul,26,15,Involontaire,travaux,43.9803,6.0245,473.0
115,13112,Velaux,320000,2012,Sep,13,17,Malveillance,NA,43.5215,5.246,198.0
116,5024,Bruis,400000,2012,Aug,27,13,Naturelle,NA,44.4627,5.5309,786.0
117,7210,Saint-AndÃ©ol-de-Vals,70000,2012,Feb,22,17,Involontaire,particulier,44.6976,4.4015,600.0
118,2A004,Ajaccio,438000,2012,Aug,31,16,Malveillance,NA,41.9228,8.7058,86.0
119,2A004,Ajaccio,50000,2012,Sep,2,16,Malveillance,NA,41.9228,8.7058,86.0
120,66150,Prats-de-Mollo-la-Preste,90000,2012,Nov,13,10,Involontaire,travaux,42.4174,2.4229,725.0
121,7266,Sainte-Marguerite-LafigÃ¨re,230000,2012,Feb,23,13,Involontaire,particulier,44.4866,3.9975,803.0
122,6057,EscarÃ¨ne (L'),52400,2012,Feb,20,13,Involontaire,travaux,43.8303,7.3665,340.0
123,22233,Plourivo,200000,2013,May,9,16,Accidentelle,NA,48.7388,-3.0965,78.0
124,17110,ClÃ©rac,90000,2013,Jun,3,13,Accidentelle,NA,45.1734,-0.2376,66.0
125,12275,Tauriac-de-CamarÃ¨s,120000,2013,Jul,13,13,Involontaire,travaux,43.7764,3.0307,435.0
126,43220,Saint-PrÃ©jet-d'Allier,124000,2013,Sep,4,14,Involontaire,particulier,44.9181,3.6199,593.0
127,65066,Barrancoueu,500000,2013,Apr,14,14,Involontaire,travaux,42.91,0.3249,767.0
128,82038,Caylus,70000,2013,Apr,17,16,Accidentelle,NA,44.2475,1.767,220.0
129,33230,Lapouyade,344800,2013,Mar,4,15,Involontaire,travaux,45.1094,-0.2854,66.0
130,24263,Mazeyrolles,220000,2013,Mar,5,14,Accidentelle,NA,44.6721,0.996,189.0
131,34305,Le SouliÃ©,104300,2013,Apr,25,15,Involontaire,travaux,43.5397,2.6862,930.0
132,2B034,BelgodÃ¨re,60000,2013,Jun,23,16,Involontaire,particulier,42.6085,9.0196,844.0
133,2B350,Vignale,60000,2013,Jun,29,14,Malveillance,NA,42.539,9.3997,70.0
134,66048,CerbÃ¨re,300000,2013,Feb,3,16,Accidentelle,NA,42.4471,3.1493,72.0
135,4023,Bayons,153000,2013,Mar,4,0,Involontaire,travaux,44.3233,6.1832,886.0
136,4023,Bayons,87000,2013,Mar,4,0,Involontaire,travaux,44.3233,6.1832,886.0
137,2B167,Montegrosso,175800,2013,Jul,12,11,Malveillance,NA,42.5445,8.8542,450.0
138,30032,Beaucaire,72745,2013,Jul,17,13,Accidentelle,NA,43.7815,4.5912,18.0
139,2B185,Oletta,118300,2013,Jul,25,11,Malveillance,NA,42.6451,9.3453,54.0
140,34218,Prades-sur-Vernazobre,58000,2013,Jul,25,10,Involontaire,travaux,43.459,2.9747,130.0
141,2B123,Ghisonaccia,60000,2013,Aug,2,15,Malveillance,NA,42.0454,9.4192,61.0
142,2B185,Oletta,144800,2013,Aug,4,12,Malveillance,NA,42.6451,9.3453,54.0
143,30032,Beaucaire,62659,2013,Jul,23,21,Malveillance,NA,43.7815,4.5912,18.0
144,11122,Douzens,153000,2013,Aug,9,16,Involontaire,particulier,43.1757,2.6096,130.0
145,66186,Saint-Nazaire,70000,2013,Aug,10,13,Malveillance,NA,42.6619,2.9895,13.0
146,2B123,Ghisonaccia,60000,2013,Aug,20,12,Malveillance,NA,42.0454,9.4192,61.0
147,2B350,Vignale,557600,2013,Aug,20,11,Malveillance,NA,42.539,9.3997,70.0
148,2B205,Patrimonio,99200,2013,Aug,25,16,Involontaire,travaux,42.7092,9.3647,300.0
149,34323,Valmascle,65200,2013,Aug,27,18,Malveillance,NA,43.5999,3.3003,200.0
150,30033,Beauvoisin,146571,2013,Sep,1,10,Malveillance,NA,43.6896,4.3222,24.0
151,34147,Magalas,78000,2013,Sep,1,16,Involontaire,particulier,43.4778,3.2216,93.0
152,2B337,Valle-di-Rostino,230500,2013,Sep,4,14,Malveillance,NA,42.46,9.2592,198.0
153,66205,Tautavel,190000,2013,Aug,24,17,Malveillance,NA,42.8163,2.7161,182.0
154,2B187,Olmeta-di-Capocorso,50000,2013,Sep,13,12,Malveillance,NA,42.7643,9.379,140.0
155,2B143,Linguizzetta,80000,2013,Sep,14,18,Malveillance,NA,42.2144,9.5015,78.0
156,2B185,Oletta,111400,2013,Sep,17,7,Malveillance,NA,42.6451,9.3453,54.0
157,2B298,Saint-Florent,50000,2013,Sep,17,7,Malveillance,NA,42.6889,9.2797,300.0
158,2B185,Oletta,60000,2013,Sep,17,11,Malveillance,NA,42.6451,9.3453,54.0
159,34281,Saint-Pargoire,681500,2013,Sep,20,5,Malveillance,NA,43.5268,3.5416,38.0
160,7334,Les Vans,300000,2013,Sep,19,15,Involontaire,travaux,44.3884,4.1145,275.0
161,34026,Beaufort,220000,2013,Sep,19,18,Malveillance,NA,43.3032,2.7705,86.0
162,66145,Ponteilla,70000,2013,Sep,20,3,Involontaire,particulier,42.6347,2.8288,80.0
163,11262,Narbonne,916000,2013,Sep,19,12,Accidentelle,NA,43.1493,3.0336,13.0
164,2B188,Olmeta-di-Tuda,87000,2013,Oct,1,11,Malveillance,NA,42.6095,9.3612,54.0
165,2B287,Sorio,560000,2013,Oct,4,10,Malveillance,NA,42.5781,9.2449,480.0
166,66016,Banyuls-sur-Mer,50000,2013,Oct,9,10,Involontaire,travaux,42.4602,3.1015,72.0
167,2B167,Montegrosso,60000,2013,Oct,11,16,Involontaire,particulier,42.5445,8.8542,450.0
168,66136,Perpignan,60000,2013,Oct,23,14,Malveillance,NA,42.699,2.9045,42.0
169,13002,Allauch,114000,2013,Oct,22,19,Malveillance,NA,43.3522,5.5103,143.0
170,2B049,Calenzana,384300,2013,Nov,3,12,Malveillance,NA,42.4736,8.7863,547.0
171,2B184,Olcani,156900,2013,Nov,7,17,Involontaire,travaux,42.8074,9.3861,140.0
172,2B043,Brando,191200,2013,Nov,9,20,Accidentelle,NA,42.7771,9.4527,111.0
173,11269,Ouveillan,51800,2013,Mar,15,10,Involontaire,particulier,43.2926,2.9687,31.0
174,34289,Saint-ThibÃ©ry,78400,2013,Nov,14,14,Malveillance,NA,43.3931,3.3939,40.0
175,34168,Montesquieu,54000,2013,Nov,30,7,Malveillance,NA,43.5637,3.2708,122.0
176,6153,Valdeblore,57500,2013,Dec,13,14,Malveillance,NA,44.1152,7.1949,1058.0
177,13065,MouriÃ¨s,63000,2013,Dec,6,18,Accidentelle,NA,43.7053,4.8781,12.0
178,2B188,Olmeta-di-Tuda,70000,2013,Dec,31,14,Malveillance,NA,42.6095,9.3612,54.0
179,83140,Tourves,110000,2013,Apr,13,14,Involontaire,particulier,43.4108,5.9281,300.0
180,4217,Thoard,135600,2013,Mar,4,13,Involontaire,travaux,44.1495,6.1258,1070.0
181,66080,FontpÃ©drouse,50000,2013,Apr,23,11,Involontaire,travaux,42.4718,2.202,1330.0
182,65352,Ouzous,150000,2014,Mar,20,14,Involontaire,travaux,43.0359,-0.1042,446.0
183,15251,VÃ©drines-Saint-Loup,60000,2014,Mar,20,17,Accidentelle,NA,45.0518,3.2672,1134.0
184,15149,Paulhenc,60000,2014,Mar,20,19,Involontaire,travaux,44.8808,2.814,930.0
185,41018,Blois,50000,2014,Sep,11,19,Malveillance,NA,47.5813,1.3049,73.0
186,33095,Captieux,270000,2014,Aug,8,15,Naturelle,NA,44.2621,-0.2981,96.0
187,33095,Captieux,1000000,2014,Apr,23,16,Involontaire,particulier,44.2621,-0.2981,96.0
188,33212,Labescau,60000,2014,Mar,11,12,Involontaire,particulier,44.4511,-0.0812,114.0
189,40046,Biscarrosse,105000,2014,Oct,2,14,Involontaire,travaux,44.4077,-1.1523,35.0
190,40244,RiviÃ¨re-Saas-et-Gourby,280000,2014,Jun,28,15,Involontaire,particulier,43.6963,-1.1756,26.0
191,6074,Lantosque,700300,2014,Mar,17,10,Malveillance,NA,43.9787,7.3121,485.0
192,6082,Massoins,172200,2014,Apr,9,13,Involontaire,particulier,43.9552,7.1305,630.0
193,30105,Dourbies,119728,2014,Apr,7,23,Malveillance,NA,44.0664,3.4956,1107.0
194,4097,La Javie,52000,2014,Mar,18,14,Involontaire,travaux,44.197,6.3183,920.0
195,66190,Salses-le-ChÃ¢teau,200000,2014,Feb,13,19,Involontaire,particulier,42.8359,2.9134,7.0
196,34061,Causses-et-Veyran,105000,2014,Mar,30,12,Involontaire,travaux,43.4656,3.0897,140.0
197,34158,Minerve,60000,2014,Mar,15,8,Malveillance,NA,43.3624,2.7166,372.0
198,34045,CabriÃ¨res,81600,2014,Apr,29,12,Involontaire,particulier,43.5779,3.3473,200.0
199,30091,CongÃ©nies,294471,2014,May,13,14,Malveillance,NA,43.7752,4.1583,41.0
200,34170,Montouliers,92000,2014,Feb,23,14,Involontaire,particulier,43.3356,2.9068,31.0
201,11296,Pouzols-Minervois,50714,2014,May,30,12,Involontaire,particulier,43.2858,2.8158,80.0
202,2B030,Barrettali,196367,2014,May,24,16,Malveillance,NA,42.8732,9.3611,354.0
203,2B183,Ogliastro,305959,2014,Jun,4,13,Malveillance,NA,42.8216,9.3566,140.0
204,66190,Salses-le-ChÃ¢teau,60000,2014,Jun,14,16,Involontaire,particulier,42.8359,2.9134,7.0
205,2B034,BelgodÃ¨re,184082,2014,Jun,20,16,Involontaire,travaux,42.6085,9.0196,844.0
206,11351,Saint-Laurent-de-la-Cabrerisse,57902,2014,Jun,29,14,Involontaire,particulier,43.0851,2.7156,185.0
207,2B314,Santo-Pietro-di-Tenda,683810,2014,Jul,3,15,Involontaire,travaux,42.6677,9.1995,480.0
208,2B314,Santo-Pietro-di-Tenda,352974,2014,Jul,5,14,Involontaire,travaux,42.6677,9.1995,480.0
209,34178,Murviel-lÃ¨s-BÃ©ziers,77000,2014,May,14,14,Involontaire,particulier,43.4597,3.1362,140.0
210,34025,Bassan,51000,2014,May,29,16,Involontaire,travaux,43.4093,3.2563,50.0
211,2A272,SartÃ¨ne,90000,2014,Jun,28,14,Involontaire,travaux,41.5752,8.9326,62.0
212,2A048,Calcatoggio,280000,2014,Jun,28,14,Malveillance,NA,42.0305,8.7307,317.0
213,2B037,Biguglia,140500,2014,Jul,22,13,Involontaire,particulier,42.6133,9.4402,37.0
214,34302,Siran,122700,2014,Aug,1,16,Malveillance,NA,43.3298,2.6641,131.0
215,7322,Thueyts,60000,2014,Mar,12,16,Malveillance,NA,44.6727,4.2107,420.0
216,2B170,Morsiglia,60000,2014,Mar,10,12,Malveillance,NA,42.9363,9.3742,190.0
217,2B316,Santa-Reparata-di-Balagna,95770,2014,Aug,15,8,Malveillance,NA,42.6038,8.9332,296.0
218,34113,Gigean,365000,2014,Jul,31,16,Involontaire,particulier,43.4953,3.7242,34.0
219,7003,Aizac,50000,2014,Mar,13,14,Involontaire,particulier,44.719,4.3335,428.0
220,34123,Juvignac,605000,2014,May,13,11,Involontaire,particulier,43.6173,3.7908,100.0
221,2A269,Sari-Solenzara,330000,2014,Aug,15,16,Involontaire,particulier,41.8163,9.3396,397.0
222,34341,Villeveyrac,68000,2014,Aug,23,21,Malveillance,NA,43.4956,3.5931,34.0
223,2B283,Solaro,304678,2014,Aug,15,16,Involontaire,particulier,41.8789,9.3181,397.0
224,34302,Siran,195800,2014,Aug,29,12,Malveillance,NA,43.3298,2.6641,131.0
225,34116,Grabels,70000,2014,Aug,28,17,Malveillance,NA,43.6503,3.7894,100.0
226,34074,Cessenon-sur-Orb,230000,2014,Aug,27,12,Involontaire,particulier,43.4533,3.0363,97.0
227,2B123,Ghisonaccia,847798,2014,Aug,15,16,Malveillance,NA,42.0454,9.4192,61.0
228,11260,Mouthoumet,50700,2014,Sep,1,14,Malveillance,NA,42.9631,2.5315,538.0
229,34313,Tressan,52000,2014,Sep,6,15,Involontaire,particulier,43.5718,3.487,46.0
230,2A048,Calcatoggio,61000,2014,Aug,30,13,Malveillance,NA,42.0305,8.7307,317.0
231,2A139,Lecci,930000,2014,Sep,1,2,Malveillance,NA,41.6594,9.3102,88.0
232,2B079,Castello-di-Rostino,174142,2014,Sep,13,11,Malveillance,NA,42.4732,9.2967,499.0
233,66108,Millas,200000,2014,Sep,17,17,Involontaire,travaux,42.6966,2.6865,103.0
234,34226,Quarante,130000,2014,Sep,26,13,Involontaire,particulier,43.353,2.9881,130.0
235,2A254,Quenza,160000,2014,Sep,27,12,Malveillance,NA,41.7948,9.2156,1212.0
236,2A004,Ajaccio,109000,2014,Sep,28,18,Malveillance,NA,41.9228,8.7058,86.0
237,2B049,Calenzana,69664,2014,Oct,5,18,Malveillance,NA,42.4736,8.7863,547.0
238,2B287,Sorio,98454,2014,Oct,10,12,Malveillance,NA,42.5781,9.2449,480.0
239,7210,Saint-AndÃ©ol-de-Vals,300000,2014,Mar,19,11,Involontaire,travaux,44.6976,4.4015,600.0
240,34225,Puisserguier,58000,2014,Oct,24,3,Malveillance,NA,43.379,3.056,83.0
241,66072,Estavar,100000,2014,Mar,19,15,Involontaire,travaux,42.4764,2.0121,1600.0
242,6132,Saorge,78900,2014,Dec,29,5,Malveillance,NA,43.9935,7.5403,425.0
243,6013,BelvÃ©dÃ¨re,77400,2014,Mar,19,15,Malveillance,NA,44.0615,7.3612,625.0
244,48172,Saint-Maurice-de-Ventalon,172000,2014,Mar,18,14,Involontaire,travaux,44.3167,3.8333,1000.0
245,34045,CabriÃ¨res,75000,2014,Mar,8,16,Involontaire,travaux,43.5779,3.3473,200.0
246,34190,Oupia,77800,2014,Mar,15,20,Malveillance,NA,43.2897,2.7791,86.0
247,12094,Entraygues-sur-TruyÃ¨re,60000,2015,Feb,10,14,Involontaire,particulier,44.6604,2.5853,239.0
248,12226,Saint-Hippolyte,50000,2015,Mar,11,13,Involontaire,particulier,44.7319,2.5769,239.0
249,39086,Cernon,50000,2015,Apr,12,13,Accidentelle,NA,46.4097,5.6447,320.0
250,81004,Albi,110000,2015,Jul,3,13,Naturelle,NA,43.929,2.1323,321.0
251,79280,Saint-Maurice-la-Fougereuse,208000,2015,Jul,11,18,Involontaire,travaux,47.0343,-0.5281,128.0
252,73019,Argentine,190000,2015,Apr,9,16,Involontaire,travaux,45.4939,6.3341,419.0
253,54305,Lay-Saint-Christophe,120000,2015,Apr,19,13,Malveillance,NA,48.7516,6.1924,213.0
254,54490,Saizerais,270000,2015,Jul,23,15,Involontaire,travaux,48.7891,6.0386,213.0
255,79168,Massais,140300,2015,Aug,19,12,Involontaire,travaux,47.0167,-0.35,128.0
256,45092,Chevillon-sur-Huillard,110000,2015,Aug,2,18,Malveillance,NA,47.9679,2.6232,99.0
257,35152,LiffrÃ©,60000,2015,Mar,23,14,Involontaire,travaux,48.2025,-1.5064,53.0
258,3004,Andelaroche,281000,2015,Jul,16,15,Involontaire,travaux,46.248,3.74,450.0
259,73211,Queige,150000,2015,Jul,7,12,Malveillance,NA,45.7091,6.4657,500.0
260,97417,Saint-Philippe,164000,2015,Oct,23,12,Naturelle,NA,-21.3084,55.7436,91.0
261,45032,Le Bignon-Mirabeau,310000,2015,Jul,16,14,Involontaire,travaux,48.1473,2.9319,107.0
262,3006,Arfeuilles,50000,2015,Jul,17,17,Involontaire,particulier,46.1468,3.7388,823.0
263,3217,Saint-Angel,91300,2015,Jul,21,15,Involontaire,travaux,46.3558,2.6957,275.0
