id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med
792,3217,Saint-Angel,250000,2020,Aug,25,13,Malveillance,NA,54.1,9.0,4.0,1.0,7.5,16.8,10.5,2.0,3155.0,13063.0
793,3155,Lurcy-L̩vis,55000,2020,Sep,18,18,Accidentelle,NA,52.6,9.0,4.0,1.0,6.0,16.7,10.5,2.5,3123.0,12324.0
794,45315,Sully-sur-Loire,50500,2020,Jul,7,16,Involontaire,travaux,52.5,9.0,3.0,1.0,6.6,17.65,10.5,2.1,3041.0,11535.0
795,45098,Cl̩ry-Saint-Andr̩,100000,2020,Jul,27,13,Involontaire,particulier,42.0,7.0,2.5,2.0,6.4,15.7,10.2,4.1,2841.0,11259.5
796,77186,Fontainebleau,50000,2020,Aug,7,12,Involontaire,particulier,57.45,10.0,4.0,1.0,5.6,16.7,10.35,2.2,2688.0,10990.0
797,87064,Eymoutiers,140000,2020,Aug,11,21,Accidentelle,NA,88.65,12.0,6.0,3.0,7.5,15.7,9.8,2.5,2987.5,11836.0
798,97408,La Possession,108106,2020,Oct,31,14,Accidentelle,NA,47.0,6.0,3.0,1.0,14.8,23.9,18.9,1.1,2759.0,13726.0
799,31581,Villaudric,200000,2020,Aug,7,15,Malveillance,NA,54.1,9.0,4.0,2.0,4.6,12.4,12.5,2.3,3593.0,13187.0
800,79246,Sainte-Eanne,80000,2020,Jul,30,17,Accidentelle,NA,67.9,9.0,4.0,2.0,8.7,18.4,11.4,2.9,3275.0,12665.5
801,79154,Loubill̩,70000,2020,Aug,4,11,Involontaire,travaux,64.0,10.0,5.0,2.0,7.4,17.8,12.6,3.0,3290.0,12257.0
802,15038,Champs-sur-Tarentaine-Marchal,50000,2020,Apr,11,15,Involontaire,travaux,65.5,10.0,5.5,2.0,5.5,14.8,7.3,4.7,3058.0,11646.0
803,15250,Vebret,180000,2020,Aug,6,12,Involontaire,travaux,98.8,12.0,6.0,3.0,5.5,14.8,8.95,2.1,3110.0,12107.0
804,24485,Saint-Pierre-de-C̫le,80000,2020,Jul,14,17,Accidentelle,NA,66.8,11.0,5.0,2.0,7.7,17.5,11.0,2.4,3642.0,12836.5
805,24294,Montpon-M̩nest̩rol,50000,2020,Sep,3,14,Malveillance,NA,67.5,11.0,4.0,2.0,7.3,17.8,12.0,1.2,3402.5,12764.5
806,64067,Assat,71000,2020,Sep,17,13,Involontaire,travaux,84.4,10.0,5.0,3.0,8.8,20.4,11.8,2.1,3118.5,12813.0
807,64223,Etsaut,700000,2020,Feb,24,14,Involontaire,travaux,122.8,11.0,7.0,4.0,5.9,14.3,8.5,4.1,2870.0,11907.5
808,64559,Viodos-Abense-de-Bas,50000,2020,Sep,18,13,Malveillance,NA,102.6,8.0,5.0,2.0,9.6,21.4,12.05,1.5,2940.0,11601.0
809,40296,Seignosse,60000,2020,Aug,3,16,Involontaire,particulier,79.1,11.0,5.0,3.0,10.75,20.35,11.7,2.7,3464.0,12950.5
810,40319,Trensacq,120000,2020,Aug,16,12,Accidentelle,NA,80.2,10.0,5.0,2.0,6.95,20.3,11.9,2.0,3302.0,13251.0
811,40006,Arengosse,50000,2020,Aug,12,15,Naturelle,NA,75.3,10.0,5.0,2.0,7.9,19.6,11.9,2.0,3302.0,13251.0
812,40060,Callen,84391,2020,Aug,13,20,Naturelle,NA,75.15,10.0,5.0,2.5,6.75,18.45,12.1,2.2,2852.5,10829.0
813,33029,Le Barp,125500,2020,Mar,1,15,Naturelle,NA,39.7,7.0,3.0,1.0,6.95,17.2,11.8,2.1,3557.0,12713.0
814,33202,Hostens,214300,2020,Sep,7,15,Accidentelle,NA,80.95,11.5,5.5,2.5,6.85,20.15,11.8,2.2,2852.5,10829.0
815,33202,Hostens,362600,2020,Sep,9,14,Accidentelle,NA,80.95,11.5,5.5,2.5,6.85,20.15,11.8,2.2,2852.5,10829.0
816,33029,Le Barp,212400,2020,Sep,16,14,Accidentelle,NA,39.7,7.0,3.0,1.0,6.95,17.2,11.8,2.1,3557.0,12713.0
817,33233,Laruscade,60000,2020,Sep,17,17,Accidentelle,NA,53.0,9.0,4.0,2.0,7.4,18.6,11.4,1.3,3236.0,12598.0
818,33202,Hostens,50000,2020,Sep,18,5,Malveillance,NA,80.95,11.5,5.5,2.5,6.85,20.15,11.8,2.2,2852.5,10829.0
819,48098,Molezon,93400,2020,Apr,15,12,Involontaire,particulier,103.9,8.0,5.0,3.0,4.6,12.9,8.5,6.4,0.0,0.0
820,2B315,Santo-Pietro-di-Venaco,110000,2020,Feb,2,11,Malveillance,NA,45.6,6.0,2.0,1.0,6.4,20.0,10.9,1.7,4232.0,15515.0
821,2B002,Aghione,898200,2020,Jun,5,14,Malveillance,NA,38.5,5.0,2.0,1.0,10.7,18.4,12.6,3.1,4020.0,14625.0
822,30089,Comps,86050,2020,Jul,5,9,Accidentelle,NA,44.5,3.0,2.0,2.0,10.2,20.2,11.4,3.3,3442.0,6978.0
823,34143,Loupian,135801,2020,Jul,7,15,Involontaire,particulier,32.0,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
824,34197,P̩ret,517100,2020,Jul,8,14,Malveillance,NA,48.7,3.0,2.0,1.0,10.35,20.85,11.0,2.7,4299.0,14539.5
825,2B079,Castello-di-Rostino,322600,2020,Jul,13,11,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.6,4212.0,14636.0
826,13077,Port-de-Bouc,62000,2020,Jun,26,11,Involontaire,travaux,38.7,4.0,2.0,1.0,9.8,19.4,12.0,6.0,4653.0,15455.0
827,34226,Quarante,295700,2020,Jul,14,15,Accidentelle,NA,39.6,5.0,2.0,1.0,10.2,20.5,11.0,3.9,0.0,0.0
828,26200,Montfroc,104200,2020,Jul,21,12,Malveillance,NA,71.0,6.0,4.0,2.0,2.4,15.95,8.5,3.4,3895.0,13933.0
829,2B242,Poggio-Mezzana,196800,2020,Feb,10,18,Malveillance,NA,46.8,6.0,3.0,1.0,9.45,20.75,12.8,2.7,4212.0,14636.0
830,6130,Saint-Vallier-de-Thiey,392700,2020,Feb,11,6,Accidentelle,NA,70.2,6.0,3.0,2.0,6.6,16.6,9.2,1.3,0.0,0.0
831,6070,Gr̩oli̬res,195400,2020,Feb,11,11,Accidentelle,NA,66.1,6.0,3.0,2.0,5.8,12.4,7.9,3.4,0.0,0.0
832,7315,La Souche,200000,2020,Feb,15,20,Involontaire,travaux,132.9,7.0,4.0,3.0,7.55,16.0,9.5,1.7,3275.0,12558.0
833,2B112,Feliceto,194400,2020,Aug,3,23,Malveillance,NA,55.4,6.0,3.0,2.0,8.75,19.0,12.6,4.7,4352.5,15088.5
834,34016,Aumelas,67959,2020,Aug,6,15,Malveillance,NA,32.9,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4104.0,14498.0
835,2B224,Pietracorbara,741300,2020,Feb,10,14,Malveillance,NA,81.25,8.0,5.5,3.0,13.5,18.95,12.55,4.3,4212.0,14636.0
836,4094,Gr̩oux-les-Bains,74800,2020,Aug,6,17,Involontaire,travaux,40.4,5.0,3.0,1.0,6.3,18.3,9.6,2.9,4308.0,14970.0
837,4199,Saint-Vincent-sur-Jabron,351400,2020,Aug,7,15,Accidentelle,NA,71.0,6.0,4.0,2.0,4.9,20.0,10.9,2.4,3895.0,13933.0
838,2B145,Loreto-di-Casinca,50000,2020,Aug,8,6,Malveillance,NA,41.0,5.0,2.0,1.0,9.45,20.75,12.8,2.7,4212.0,14636.0
839,2B192,Olmo,200000,2020,Feb,11,8,Accidentelle,NA,46.5,5.0,3.0,1.0,9.7,18.3,12.8,2.7,4212.0,14636.0
840,66119,Mosset,150000,2020,Feb,24,12,Involontaire,travaux,61.7,8.0,4.0,2.0,6.9,16.15,9.4,3.2,3137.0,12269.5
841,34032,B̩ziers,236085,2020,Aug,14,17,Malveillance,NA,48.05,3.0,2.5,2.0,9.5,19.5,11.8,4.0,4299.0,14539.5
842,5055,La Faurie,628500,2020,Aug,10,15,Naturelle,NA,68.0,7.0,4.0,3.0,2.7,16.5,8.2,1.9,3210.0,12110.0
843,4070,Digne-les-Bains,55900,2020,Aug,24,15,Malveillance,NA,47.5,5.0,3.0,2.0,5.2,18.5,9.3,2.7,4529.0,14928.0
844,66069,Espira-de-l'Agly,50000,2020,Mar,13,0,Malveillance,NA,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
845,30129,G̩n̩rargues,130605,2020,Jul,19,16,Malveillance,NA,72.95,6.0,3.0,2.0,7.0,19.2,10.4,2.8,3865.5,13845.0
846,30169,Milhaud,409541,2020,Aug,1,15,Malveillance,NA,53.0,2.0,2.0,2.0,9.9,19.3,11.0,4.0,3851.5,14382.5
847,30339,Val-d'Aigoual,663168,2020,Feb,24,15,Involontaire,travaux,103.5,7.0,4.0,3.0,6.8,17.8,9.3,10.3,0.0,0.0
848,2A004,Ajaccio,100000,2020,Aug,13,11,Malveillance,NA,52.05,6.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
849,2A017,Appietto,120000,2020,Aug,13,16,Involontaire,particulier,37.6,5.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
850,83003,Ampus,311000,2020,Feb,19,11,Involontaire,travaux,60.0,6.0,3.0,2.0,5.7,16.1,9.1,3.3,4404.0,14911.0
851,2A031,Bastelica,56038,2020,Jan,12,15,Involontaire,travaux,120.5,7.0,5.0,4.0,8.4,16.5,9.4,2.3,0.0,0.0
852,2B275,Sermano,121520,2020,Sep,6,13,Malveillance,NA,54.9,7.0,3.0,2.0,9.0,17.05,10.9,1.7,4232.0,15515.0
853,34147,Magalas,56520,2020,Sep,3,16,Malveillance,NA,34.8,4.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
854,30017,Arrigas,89533,2020,Sep,4,13,Involontaire,particulier,88.1,7.0,4.0,3.0,5.9,16.6,9.55,3.0,0.0,0.0
855,13081,Rognac,87400,2020,Aug,5,16,Involontaire,particulier,34.25,4.0,2.0,1.0,9.6,20.5,11.4,4.7,4653.0,15455.0
856,13077,Port-de-Bouc,832200,2020,Aug,4,16,Malveillance,NA,38.7,4.0,2.0,1.0,9.8,19.4,12.0,6.0,4653.0,15455.0
857,13118,Coudoux,117300,2020,Aug,3,18,Involontaire,particulier,38.45,4.0,2.0,1.0,7.2,19.6,10.8,2.7,4653.0,15455.0
858,13005,Aubagne,91600,2020,Aug,4,17,Involontaire,travaux,52.6,9.0,3.0,1.0,8.6,20.7,11.2,2.5,0.0,0.0
859,13117,Vitrolles,313100,2020,Aug,23,13,Involontaire,particulier,34.25,4.0,2.0,1.0,10.3,19.4,11.4,4.7,4653.0,15455.0
860,34232,Roquebrun,69471,2020,Sep,25,16,Involontaire,particulier,39.6,5.0,2.0,1.0,10.4,18.9,11.1,3.1,3138.0,12100.0
861,48119,Pr̩vench̬res,180100,2020,Sep,7,15,Accidentelle,NA,67.05,8.0,4.0,2.0,6.2,14.1,8.5,3.3,0.0,0.0
862,30339,Val-d'Aigoual,104450,2020,Feb,23,13,Involontaire,travaux,103.5,7.0,4.0,3.0,6.8,17.8,9.3,10.3,0.0,0.0
863,2B051,Cambia,50000,2020,Oct,11,11,Malveillance,NA,52.55,7.0,3.0,2.0,9.0,17.05,10.9,1.7,4232.0,15515.0
864,7115,Labeaume,50000,2020,Sep,18,14,Involontaire,particulier,66.25,6.0,3.0,2.0,7.0,19.75,11.1,2.4,3968.0,13651.0
865,13033,Ensu̬s-la-Redonne,53600,2020,Sep,19,19,Involontaire,travaux,34.25,4.0,2.0,1.0,10.3,19.4,11.4,4.7,4653.0,15455.0
866,4170,La Rochette,58800,2020,Feb,7,14,Involontaire,travaux,64.85,6.0,3.0,2.0,7.3,20.0,10.1,3.0,0.0,0.0
867,4013,Aubignosc,92500,2020,Nov,21,6,Accidentelle,NA,67.9,6.0,4.0,3.0,6.8,18.3,9.2,3.3,4529.0,14928.0
868,66017,Le Barcar̬s,100000,2020,Jul,4,13,Malveillance,NA,29.5,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
869,66172,Saint-Est̬ve,80000,2020,Jul,7,10,Involontaire,travaux,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
870,66071,Estagel,286300,2020,Jul,10,16,Malveillance,NA,31.7,3.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
871,66093,Laroque-des-Alb̬res,80000,2020,Jul,17,16,Malveillance,NA,44.55,5.0,2.0,1.0,10.5,19.3,11.0,3.5,4099.0,14633.5
872,66176,Saint-Hippolyte,200000,2020,Aug,3,19,Involontaire,particulier,27.8,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
873,66049,C̩ret,50000,2020,Aug,5,17,Accidentelle,NA,45.2,5.0,3.0,1.0,10.0,20.6,10.9,3.7,2808.0,11152.0
874,66030,Calce,110000,2020,Aug,21,14,Malveillance,NA,31.7,3.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
875,66015,Banyuls-dels-Aspres,50000,2020,Aug,23,0,Malveillance,NA,34.75,5.0,2.0,1.0,9.55,20.9,11.8,3.5,2808.0,11152.0
876,2B063,Carcheto-Brustico,250000,2020,Feb,26,11,Malveillance,NA,61.6,8.0,4.0,2.0,9.45,20.75,10.9,1.7,4232.0,15515.0
877,34061,Causses-et-Veyran,79565,2020,Nov,7,10,Malveillance,NA,37.3,5.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
878,2A323,Tavaco,70000,2020,Nov,8,11,Malveillance,NA,57.05,6.0,3.0,2.0,11.2,19.0,11.8,1.5,4527.0,15479.5
879,48116,Pont de Montvert - Sud Mont Loz̬re,819600,2020,Feb,23,17,Malveillance,NA,57.5,5.0,3.0,2.0,3.1,13.55,8.8,4.2,0.0,0.0
880,48178,Saint-Privat-de-Vallongue,77400,2020,Mar,18,12,Involontaire,particulier,57.5,5.0,3.0,2.0,12.7,24.2,9.2,3.4,3865.5,13845.0
881,6103,Roquebilli̬re,95000,2020,Mar,22,11,Malveillance,NA,72.0,6.0,3.0,2.0,5.1,17.6,7.9,2.3,0.0,0.0
882,6103,Roquebilli̬re,112000,2020,Mar,22,13,Malveillance,NA,72.0,6.0,3.0,2.0,5.1,17.6,7.9,2.3,0.0,0.0
883,17240,Montendre,150000,2021,Apr,4,15,Involontaire,travaux,68.75,10.0,5.0,2.0,7.3,17.9,11.8,2.8,3273.5,11612.5
884,97415,Saint-Paul,140594,2021,Aug,3,17,Malveillance,NA,45.45,7.0,2.0,1.0,11.45,20.0,14.7,2.0,1778.0,11196.5
885,87150,Saint-Hilaire-les-Places,100000,2021,Apr,3,16,Accidentelle,NA,73.0,10.0,5.0,2.0,6.3,17.0,10.5,2.4,3205.0,12263.0
886,97415,Saint-Paul,384400,2021,Oct,2,7,Malveillance,NA,45.45,7.0,2.0,1.0,11.45,20.0,14.7,2.0,1778.0,11196.5
887,89368,Saint-Sauveur-en-Puisaye,50000,2021,Apr,21,19,Involontaire,travaux,62.35,10.0,4.0,2.0,5.7,15.6,10.6,2.2,2799.0,11108.0
888,63006,Anzat-le-Luguet,90000,2021,Feb,25,13,Involontaire,travaux,89.7,11.0,6.0,3.0,2.95,11.9,8.3,3.3,3288.0,12611.0
889,63006,Anzat-le-Luguet,80000,2021,Mar,6,14,Involontaire,travaux,89.7,11.0,6.0,3.0,2.95,11.9,8.3,3.3,3288.0,12611.0
890,12094,Entraygues-sur-Truy̬re,60000,2021,Feb,22,1,Accidentelle,NA,86.9,10.0,5.0,3.0,7.45,18.9,9.65,3.4,3345.0,11451.0
891,12155,Fondamente,60000,2021,Mar,30,15,Involontaire,travaux,77.0,9.0,5.0,2.0,4.8,15.3,9.55,3.9,3450.0,12407.0
892,40184,Mimizan,600000,2021,Aug,28,15,Involontaire,particulier,40.85,7.0,2.5,1.0,9.6,18.1,12.7,1.3,3184.0,12763.0
893,33436,Saint-Magne,50000,2021,Apr,19,15,Malveillance,NA,80.95,11.5,5.5,2.5,7.3,19.0,11.8,2.1,3557.0,12713.0
894,33376,Saint-Aubin-de-M̩doc,50000,2021,Aug,31,2,Accidentelle,NA,74.75,10.0,5.0,3.0,8.25,19.4,12.1,3.1,3396.0,12877.5
895,34214,Pouzolles,216018,2021,Mar,21,10,Involontaire,travaux,34.0,5.0,2.0,1.0,8.9,19.7,11.0,2.7,4299.0,14539.5
896,34040,Brenas,97834,2021,Mar,24,12,Involontaire,travaux,59.7,6.0,3.0,2.0,10.3,19.6,10.5,3.2,4299.0,14539.5
897,34341,Villeveyrac,221628,2021,Mar,29,11,Involontaire,travaux,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
898,2B355,Volpajola,489000,2021,Mar,31,12,Malveillance,NA,46.5,5.0,3.0,1.0,9.7,18.3,12.8,2.7,4212.0,14636.0
899,34092,Cruzy,60755,2021,Jan,17,12,Malveillance,NA,38.2,5.0,2.0,1.0,10.2,20.5,11.0,3.9,3965.0,14346.5
900,6163,Tende,420000,2021,Apr,7,12,Involontaire,travaux,65.15,6.5,4.0,2.0,7.6,19.1,9.1,1.5,0.0,0.0
901,48075,Ispagnac,62600,2021,Apr,1,20,Involontaire,travaux,72.0,8.0,4.0,2.0,1.0,6.5,8.2,2.7,3282.0,11861.5
902,48168,Saint-L̩ger-de-Peyre,75000,2021,Apr,2,17,Involontaire,travaux,60.25,8.0,4.0,2.0,7.85,20.2,8.2,3.3,3506.5,12843.0
903,48119,Pr̩vench̬res,114700,2021,Apr,7,16,Malveillance,NA,67.05,8.0,4.0,2.0,6.2,14.1,8.5,3.3,0.0,0.0
904,7251,Saint-Joseph-des-Bancs,57000,2021,Apr,1,10,Involontaire,travaux,73.3,4.5,3.5,2.0,6.85,18.2,9.6,2.6,3297.0,12155.0
905,84079,Monieux,308100,2021,Apr,7,14,Involontaire,particulier,55.0,6.0,3.0,2.0,4.15,16.3,8.5,2.0,3410.0,12960.0
906,7187,Prunet,165000,2021,Apr,8,12,Involontaire,travaux,94.15,7.0,4.0,3.0,8.0,14.9,9.0,5.6,3968.0,13651.0
907,5077,Molines-en-Queyras,55000,2021,May,8,15,Involontaire,particulier,52.95,7.0,4.0,2.0,-2.5,3.5,4.0,2.5,3419.0,13859.0
908,2B355,Volpajola,80000,2021,May,17,10,Malveillance,NA,46.5,5.0,3.0,1.0,9.7,18.3,12.8,2.7,4212.0,14636.0
909,2B213,Pianello,50000,2021,Jan,30,9,Malveillance,NA,48.3,6.0,3.0,1.0,10.7,18.4,10.9,1.7,4232.0,15515.0
910,34135,Lespignan,340439,2021,May,30,12,Involontaire,particulier,23.0,5.0,2.0,1.0,9.5,19.5,11.8,4.0,4299.0,14539.5
911,34206,Poilhes,560104,2021,Jun,7,10,Malveillance,NA,26.55,4.0,2.0,1.0,9.5,19.5,11.1,3.1,0.0,0.0
912,34135,Lespignan,188475,2021,Jun,7,12,Malveillance,NA,23.0,5.0,2.0,1.0,9.5,19.5,11.8,4.0,4299.0,14539.5
913,13007,Auriol,803300,2021,Apr,6,16,Involontaire,particulier,117.25,5.0,4.0,3.0,7.3,21.1,14.2,7.8,0.0,0.0
914,66069,Espira-de-l'Agly,100000,2021,Apr,6,5,Malveillance,NA,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
915,66174,Saint-F̩liu-d'Avall,70000,2021,Jun,14,12,Involontaire,travaux,30.0,5.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
916,2A004,Ajaccio,54000,2021,Jun,25,15,Involontaire,particulier,52.05,6.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
917,66148,Port-Vendres,329600,2021,Jun,16,9,Involontaire,travaux,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
918,83124,Seillans,70000,2021,Jun,30,15,Accidentelle,NA,61.75,6.0,3.0,2.0,7.1,19.75,10.1,1.9,0.0,0.0
919,2B150,Lumio,52500,2021,Jul,5,8,Malveillance,NA,42.1,5.0,2.0,1.0,10.7,20.3,11.9,3.7,4352.5,15088.5
920,30193,Parignargues,54503,2021,Jul,9,15,Involontaire,travaux,56.95,5.0,3.0,2.0,8.3,21.2,11.1,2.5,4324.5,14620.0
921,2B185,Oletta,105050,2021,Jul,14,13,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
922,6157,Vence,89000,2021,Jul,14,12,Involontaire,particulier,59.1,6.0,3.0,2.0,11.4,20.25,13.2,1.3,4473.0,15023.0
923,2A006,Alata,70000,2021,Jul,9,18,Malveillance,NA,37.6,5.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
924,2B190,Olmi-Cappella,65000,2021,Feb,26,14,Malveillance,NA,39.3,5.0,3.0,1.0,8.75,19.0,12.6,4.7,4352.5,15088.5
925,66121,N̩fiach,963400,2021,Jul,18,15,Involontaire,particulier,32.35,5.0,2.0,1.0,9.2,20.1,11.2,3.1,2808.0,11152.0
926,66012,Baho,304530,2021,Jul,19,13,Involontaire,travaux,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
927,66048,Cerb̬re,99300,2021,Jul,31,16,Involontaire,particulier,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
928,34328,Vend̩mian,69781,2021,Aug,1,13,Malveillance,NA,32.9,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4120.0,14757.0
929,2B143,Linguizzetta,100000,2021,Aug,7,13,Malveillance,NA,41.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
930,34180,N̩bian,134100,2021,Aug,2,14,Malveillance,NA,47.3,5.0,3.0,2.0,9.7,20.6,11.4,3.55,4299.0,14539.5
931,34007,Aigues-Vives,67160,2021,Aug,16,19,Involontaire,particulier,37.0,5.0,2.0,1.0,9.9,19.9,11.0,3.9,3965.0,14346.5
932,34017,Aumes,143957,2021,Aug,18,12,Malveillance,NA,39.45,4.0,2.0,1.0,9.9,20.1,11.4,3.0,4120.0,14757.0
933,34183,Nissan-lez-Enserune,464040,2021,Aug,18,13,Involontaire,particulier,26.55,4.0,2.0,1.0,9.5,19.5,11.1,3.1,0.0,0.0
934,2A017,Appietto,357000,2021,Jul,29,17,Malveillance,NA,37.6,5.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
935,2A209,Peri,78000,2021,Aug,3,15,Malveillance,NA,57.05,6.0,3.0,2.0,11.2,19.0,11.8,1.5,4527.0,15479.5
936,66190,Salses-le-Ch̢teau,170000,2021,Aug,20,15,Malveillance,NA,27.8,4.0,2.0,1.0,17.5,25.2,12.1,3.4,4055.0,14416.0
937,66205,Tautavel,902900,2021,Aug,26,12,Involontaire,particulier,31.7,3.0,2.0,1.0,8.55,17.65,10.5,2.1,3286.0,13667.5
938,6073,Isola,98000,2021,Aug,26,12,Naturelle,NA,66.55,6.0,4.0,2.0,-0.6,8.15,4.6,2.0,4156.5,14931.0
939,48075,Ispagnac,154800,2021,Aug,27,17,Malveillance,NA,72.0,8.0,4.0,2.0,1.0,6.5,8.2,2.7,3282.0,11861.5
940,13056,Martigues,59000,2021,Jul,16,16,Involontaire,particulier,15.5,3.5,1.5,0.5,11.1,18.8,12.4,6.0,4653.0,15455.0
941,2B235,Pioggiola,100000,2021,Mar,13,17,Malveillance,NA,39.3,5.0,3.0,1.0,8.75,19.0,12.6,4.7,4352.5,15088.5
942,2B333,Vallecalle,170000,2021,Mar,14,8,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
943,2B143,Linguizzetta,334500,2021,Sep,7,14,Malveillance,NA,41.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
944,34268,Saint-Jean-de-la-Blaqui̬re,153388,2021,Aug,19,12,Malveillance,NA,36.0,4.0,2.0,2.0,10.1,18.9,10.7,4.7,0.0,0.0
945,34045,Cabri̬res,278905,2021,Aug,24,12,Malveillance,NA,51.7,5.0,3.0,2.0,10.35,20.85,11.0,2.7,4299.0,14539.5
946,34213,Poussan,61647,2021,Aug,26,11,Malveillance,NA,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
947,34036,Le Bosc,113183,2021,Aug,28,12,Malveillance,NA,36.0,4.0,2.0,2.0,10.1,18.9,10.7,4.7,0.0,0.0
948,66002,Al̩nya,75000,2021,Aug,28,19,Malveillance,NA,28.95,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
949,34332,Vias,70550,2021,Sep,27,15,Involontaire,particulier,27.95,4.0,2.0,1.0,10.3,19.9,11.8,4.0,4120.0,14757.0
950,2A006,Alata,157305,2021,Oct,10,12,Involontaire,particulier,37.6,5.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
951,34093,Dio-et-Valqui̬res,72005,2021,Oct,12,18,Involontaire,travaux,59.7,6.0,3.0,2.0,7.9,18.4,10.5,3.2,4299.0,14539.5
952,34135,Lespignan,378600,2021,Oct,28,13,Malveillance,NA,23.0,5.0,2.0,1.0,9.5,19.5,11.8,4.0,4299.0,14539.5
953,34186,Octon,68072,2021,Oct,10,12,Malveillance,NA,52.7,5.0,3.0,2.0,10.3,19.6,10.7,4.7,4299.0,14539.5
954,34056,Castelnau-de-Guers,80994,2021,Oct,13,18,Malveillance,NA,30.8,4.0,2.0,1.0,9.9,20.1,11.4,3.0,4120.0,14757.0
955,34165,Montbazin,445051,2021,Aug,16,5,Malveillance,NA,42.7,4.0,2.0,1.0,9.1,19.3,11.9,4.8,4104.0,14498.0
956,34178,Murviel-l̬s-B̩ziers,54906,2021,Mar,11,14,Malveillance,NA,37.3,5.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
957,2A200,Palneca,184200,2021,Oct,23,16,Malveillance,NA,117.0,9.0,5.0,3.0,8.4,16.5,9.4,2.3,4020.0,14625.0
958,2B289,Soveria,106000,2021,Oct,25,15,Malveillance,NA,42.25,5.5,2.5,1.0,6.9,20.3,11.2,1.4,4052.0,14420.0
959,2B079,Castello-di-Rostino,70000,2021,Oct,26,15,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.6,4212.0,14636.0
960,2B343,Venzolasca,80000,2021,Dec,19,11,Malveillance,NA,41.0,5.0,2.0,1.0,10.5,19.5,12.8,2.7,4212.0,14636.0
961,34144,Lunas,77012,2021,Mar,13,17,Involontaire,travaux,65.8,7.0,3.0,2.0,7.9,18.4,10.5,3.2,0.0,0.0
962,15081,Jou-sous-Monjou,50000,2022,Jan,24,18,Involontaire,travaux,120.7,9.0,7.0,5.0,10.8,22.0,7.6,4.4,3464.0,12519.0
963,15045,Chaudes-Aigues,150000,2022,Feb,10,16,Involontaire,travaux,74.7,10.0,5.0,2.0,4.0,12.6,8.4,3.2,3336.0,12135.0
964,21582,Santenay,75000,2022,Mar,9,15,Involontaire,travaux,58.5,9.5,4.0,2.0,6.4,16.3,10.2,2.5,3159.5,12751.0
965,46040,Cabrerets,200000,2022,Mar,23,12,Accidentelle,NA,96.0,7.0,6.0,3.0,5.8,18.8,10.7,2.8,3489.0,12601.5
