id,code_INSEE,commune,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,RR_med,NBJRR1_med,NBJRR5_med,NBJRR10_med,Tmin_med,Tmax_med,Tens_vap_med,Force_vent_med,Insolation_med,Rayonnement_med
13,12096,Espalion,50000,2012,Mar,23,19,Involontaire,particulier,74.4,9.0,5.0,3.0,6.0,16.0,10.4,2.0,3703.0,13345.0
14,12147,Montagnol,50000,2012,Mar,14,15,Involontaire,particulier,64.5,9.0,4.0,2.0,7.5,14.8,9.55,3.9,3138.0,12100.0
15,15166,RoumÃ©goux,50000,2012,Mar,28,13,Involontaire,travaux,111.05,11.0,6.0,4.0,7.0,15.0,10.1,2.2,3349.0,12638.0
16,15083,Jussac,60000,2012,Mar,29,15,Involontaire,travaux,98.1,11.5,6.0,4.0,3.7,16.4,9.4,2.8,3464.0,12519.0
17,38523,Varacieux,50000,2012,Mar,26,11,Malveillance,NA,80.4,9.0,5.0,3.0,7.3,15.3,11.0,0.9,3258.0,12251.5
18,12130,Livinhac-le-Haut,650000,2012,Mar,28,12,Involontaire,particulier,89.55,10.0,5.0,3.0,6.6,17.5,10.1,2.2,3349.0,12638.0
19,15207,Saint-Poncy,100000,2012,Apr,2,15,Involontaire,travaux,52.0,8.0,3.0,1.0,3.5,15.6,3.6,1.05,3336.0,12135.0
20,97411,Saint-Denis,150000,2012,Sep,16,11,Malveillance,NA,128.0,12.0,6.0,4.0,17.5,25.0,20.75,3.3,4726.0,19659.0
21,97411,Saint-Denis,85000,2012,Oct,27,11,Malveillance,NA,128.0,12.0,6.0,4.0,17.5,25.0,20.75,3.3,4726.0,19659.0
22,40184,Mimizan,162907,2012,Aug,16,15,Accidentelle,NA,40.85,7.0,2.5,1.0,9.6,18.1,12.7,1.3,3184.0,12763.0
23,40040,Beylongue,153000,2012,Feb,28,14,Involontaire,particulier,75.3,10.0,5.0,2.0,6.9,20.2,11.2,1.2,2949.0,12075.0
24,33329,PompÃ©jac,119800,2012,Sep,20,16,Involontaire,travaux,66.05,10.0,4.0,2.0,7.4,18.0,12.4,2.4,3342.0,12753.0
25,16384,TouvÃ©rac,50000,2012,Jun,25,2,Accidentelle,NA,61.5,10.0,4.0,2.0,7.8,17.65,11.4,2.2,3380.0,12747.0
26,34235,Rosis,74000,2012,Feb,22,21,Malveillance,NA,52.5,3.0,3.0,2.0,8.3,17.4,9.6,5.3,3138.0,12100.0
27,34178,Murviel-lÃ¨s-BÃ©ziers,83300,2012,Feb,20,15,Malveillance,NA,37.3,5.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
28,2B251,Prunelli-di-Fiumorbo,200000,2012,Jan,6,12,Malveillance,NA,39.25,5.0,2.0,1.0,7.9,18.9,12.6,3.1,4020.0,14625.0
29,4093,Gigors,182000,2012,Feb,19,13,Involontaire,particulier,57.05,7.0,4.0,2.0,2.95,17.05,8.8,1.8,4490.0,16015.0
30,66072,Estavar,50000,2012,Feb,29,15,Involontaire,travaux,57.2,8.0,4.0,2.0,3.9,14.7,7.15,2.8,4173.0,15741.0
31,30090,Concoules,102800,2012,Feb,9,12,Involontaire,particulier,104.95,8.0,5.0,3.0,7.9,16.4,9.6,2.7,3865.5,13845.0
32,7194,Rochessauve,86000,2012,Mar,2,17,Involontaire,travaux,67.5,7.0,4.0,2.0,9.4,20.3,12.1,3.8,5775.0,23126.0
33,7114,Labatie-d'Andaure,120000,2012,Mar,3,10,Involontaire,travaux,66.0,9.0,4.0,2.0,4.5,13.0,8.3,3.7,3090.5,12678.0
34,7263,Saint-Laurent-sous-Coiron,166000,2012,Mar,3,14,Involontaire,travaux,73.3,4.5,3.5,2.0,6.3,15.1,9.6,3.8,3297.0,12155.0
35,34316,Usclas-du-Bosc,55000,2012,Feb,23,15,Involontaire,travaux,36.0,4.0,2.0,2.0,10.1,18.9,10.7,4.7,0.0,0.0
36,34016,Aumelas,150000,2012,Mar,8,7,Malveillance,NA,32.9,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4104.0,14498.0
37,34286,Saint-Privat,100000,2012,Mar,10,14,Malveillance,NA,73.05,6.0,3.0,2.0,6.5,16.9,10.7,4.7,0.0,0.0
38,34341,Villeveyrac,101100,2012,Mar,9,15,Involontaire,travaux,42.7,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
39,4229,Valbelle,68000,2012,Feb,23,12,Involontaire,travaux,63.85,6.0,4.0,2.0,5.05,19.05,9.1,1.8,4433.0,13701.0
40,11251,Montlaur,64200,2012,Feb,29,13,Involontaire,travaux,56.8,7.0,3.0,2.0,9.7,18.5,11.7,4.9,3389.0,14179.0
41,34143,Loupian,320000,2012,Mar,8,14,Accidentelle,NA,32.0,4.0,2.0,1.0,11.6,17.9,11.9,4.8,4104.0,14498.0
42,34286,Saint-Privat,190200,2012,Mar,10,14,Malveillance,NA,73.05,6.0,3.0,2.0,6.5,16.9,10.7,4.7,0.0,0.0
43,7202,SabliÃ¨res,450000,2012,Mar,15,15,Involontaire,particulier,97.55,7.0,4.0,3.0,8.5,18.7,9.7,1.5,0.0,0.0
44,7136,Laveyrune,76000,2012,Mar,15,17,Involontaire,travaux,82.9,9.0,5.0,3.0,2.8,13.95,8.5,3.3,0.0,0.0
45,6042,Clans,518181,2012,Jan,17,13,Involontaire,travaux,62.95,6.0,3.0,2.0,6.0,15.0,7.1,2.0,0.0,0.0
46,6116,Saint-Auban,120500,2012,Mar,16,10,Involontaire,travaux,78.3,5.5,4.0,3.0,1.3,15.3,7.7,1.8,0.0,0.0
47,2B049,Calenzana,50000,2012,Mar,11,17,Malveillance,NA,63.6,6.0,3.0,2.0,10.7,20.3,11.9,3.7,4352.5,15088.5
48,48119,PrÃ©venchÃ¨res,50000,2012,Feb,21,14,Involontaire,travaux,67.05,8.0,4.0,2.0,6.2,14.1,8.5,3.3,0.0,0.0
49,66179,Saint-Laurent-de-Cerdans,70000,2012,Mar,24,13,Involontaire,travaux,66.7,7.0,4.0,2.0,7.4,17.0,9.65,1.8,0.0,0.0
50,66016,Banyuls-sur-Mer,50000,2012,Mar,25,12,Involontaire,travaux,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
51,7045,Burzet,590000,2012,Mar,27,16,Malveillance,NA,94.55,8.0,4.0,3.0,7.2,16.4,9.7,3.6,0.0,0.0
52,5033,Chanousse,223300,2012,Mar,11,13,Involontaire,particulier,63.8,7.0,4.0,2.0,5.1,18.6,8.7,2.4,3895.0,13933.0
53,7153,Mayres,114000,2012,Mar,28,20,Malveillance,NA,103.9,8.0,5.0,3.0,7.4,19.6,9.5,1.7,3275.0,12558.0
54,11265,Niort-de-Sault,53200,2012,Mar,29,13,Malveillance,NA,69.65,9.0,5.0,2.0,4.5,14.0,8.5,2.7,4173.0,15741.0
55,83007,Aups,50000,2012,Mar,28,17,Involontaire,travaux,44.0,5.0,3.0,2.0,7.25,18.7,11.3,2.3,0.0,0.0
56,48022,BÃ©douÃ¨s,60000,2012,Mar,16,15,Involontaire,travaux,72.0,8.0,4.0,2.0,8.2,20.2,8.8,4.2,3282.0,11861.5
57,48097,Moissac-VallÃ©e-FranÃ§aise,50000,2012,Mar,1,11,Involontaire,travaux,116.25,7.0,4.5,3.0,7.8,15.85,9.2,3.4,0.0,0.0
58,48186,Salle-Prunet (La),60000,2012,Feb,26,14,Involontaire,particulier,72.0,8.0,4.0,2.0,8.2,20.2,8.8,4.2,0.0,0.0
59,30062,Calvisson,70606,2012,Apr,2,14,Malveillance,NA,41.0,4.0,2.0,1.0,9.7,20.4,12.3,2.5,4205.0,15149.0
60,4039,Castellane,50000,2012,Feb,29,15,Involontaire,travaux,64.5,7.0,4.0,2.0,4.45,19.3,7.75,1.6,0.0,0.0
61,83114,Saint-Martin,60475,2012,May,5,17,Naturelle,NA,46.95,5.0,3.0,2.0,6.35,20.1,10.7,2.3,4308.0,14970.0
62,34169,Montferrier-sur-Lez,76600,2012,May,13,15,Involontaire,particulier,44.0,5.0,2.0,1.0,9.9,19.0,10.9,2.2,4690.0,15794.0
63,7147,Malarce-sur-la-Thines,80000,2012,May,17,18,Naturelle,NA,97.55,7.0,4.0,3.0,8.5,18.7,9.7,1.5,0.0,0.0
64,2A324,Tavera,153000,2012,Mar,10,13,Malveillance,NA,110.5,8.0,4.5,3.5,8.7,17.35,9.25,4.4,0.0,0.0
65,2A139,Lecci,147300,2012,Mar,10,14,Involontaire,particulier,55.0,6.0,3.0,1.5,12.1,20.6,12.2,3.1,4333.0,15127.0
66,2B096,Corte,70000,2012,Jun,13,13,Malveillance,NA,277.0,11.0,11.0,8.0,5.1,10.3,4.9,3.3,4052.0,14420.0
67,2B080,Castifao,260200,2012,Jul,1,11,Accidentelle,NA,39.7,6.0,3.0,1.0,9.1,18.1,10.9,2.6,0.0,0.0
68,66207,Terrats,100000,2012,Jun,25,14,Accidentelle,NA,46.8,5.5,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
69,66056,CorbÃ¨re-les-Cabanes,50000,2012,Jun,25,14,Accidentelle,NA,29.15,5.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
70,66088,Ille-sur-TÃªt,70000,2012,Jun,25,17,Involontaire,particulier,22.35,4.5,1.0,1.0,9.2,20.1,11.2,3.1,2808.0,11152.0
71,2B058,Canari,50000,2012,Jun,23,15,Involontaire,travaux,40.85,5.0,3.0,1.0,13.5,18.95,12.55,4.3,4212.0,14636.0
72,34339,Villespassans,140000,2012,Jun,23,14,Involontaire,particulier,38.2,5.0,2.0,1.0,9.9,19.9,11.0,3.9,0.0,0.0
73,83150,Vinon-sur-Verdon,50000,2012,Jul,11,14,Involontaire,travaux,41.4,5.0,2.0,1.0,6.2,20.4,10.2,2.5,4602.0,16072.0
74,2B185,Oletta,60000,2012,Jul,12,10,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
75,2B079,Castello-di-Rostino,185100,2012,Jul,13,12,Malveillance,NA,42.3,5.0,2.0,1.0,9.7,18.3,11.4,2.6,4212.0,14636.0
76,2B110,Favalello,150067,2012,Jul,13,13,Malveillance,NA,45.6,6.0,2.0,1.0,6.4,20.0,10.9,1.7,4232.0,15515.0
77,11097,Conilhac-de-la-Montagne,267000,2012,Jul,13,15,Involontaire,travaux,50.35,7.0,3.0,1.0,8.2,19.4,10.6,3.3,3579.0,14012.0
78,66004,Angles (Les),300000,2012,Jul,4,10,Naturelle,NA,48.2,8.0,4.0,1.0,1.5,12.3,6.9,3.6,4173.0,15741.0
79,66021,Bompas,100000,2012,Jul,16,13,Involontaire,travaux,27.8,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
80,2B112,Feliceto,650000,2012,Jul,15,19,Malveillance,NA,55.4,6.0,3.0,2.0,8.75,19.0,12.6,4.7,4352.5,15088.5
81,11396,Trausse,672258,2012,Jul,19,11,Involontaire,travaux,30.5,4.0,2.0,1.0,9.6,17.5,11.2,4.5,3965.0,14346.5
82,11069,Carcassonne,95300,2012,Jul,21,17,Malveillance,NA,46.8,7.0,3.0,1.0,9.2,17.9,11.4,4.7,3476.0,13610.0
83,4070,Digne-les-Bains,50000,2012,Jun,22,14,Involontaire,particulier,47.5,5.0,3.0,2.0,5.2,18.5,9.3,2.7,4529.0,14928.0
84,2B185,Oletta,59000,2012,Jul,25,16,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
85,34038,Bousquet-d'Orb (Le),130000,2012,Feb,8,16,Involontaire,particulier,65.8,7.0,3.0,2.0,7.9,18.4,10.5,3.2,0.0,0.0
86,48070,Grandrieu,350000,2012,Apr,28,18,Accidentelle,NA,71.0,9.0,5.0,2.0,2.1,12.2,7.3,7.0,3281.0,12473.0
87,2B185,Oletta,60000,2012,Jul,30,12,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
88,2B185,Oletta,60000,2012,Jul,30,15,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
89,2B049,Calenzana,60000,2012,Aug,4,15,Malveillance,NA,63.6,6.0,3.0,2.0,10.7,20.3,11.9,3.7,4352.5,15088.5
90,13067,Orgon,74000,2012,Jul,16,18,Malveillance,NA,42.6,5.0,2.0,1.0,8.2,18.9,11.8,5.1,4448.0,15394.0
91,13001,Aix-en-Provence,180000,2012,Jul,23,15,Malveillance,NA,38.55,5.0,2.5,1.0,7.85,19.4,10.85,2.0,4650.0,15336.0
92,11262,Narbonne,582300,2012,Aug,9,16,Accidentelle,NA,30.75,4.0,2.0,1.0,10.1,18.6,12.1,5.3,0.0,0.0
93,34186,Octon,52000,2012,Feb,21,20,Involontaire,travaux,52.7,5.0,3.0,2.0,10.3,19.6,10.7,4.7,4299.0,14539.5
94,11285,Peyriac-de-Mer,71100,2012,Aug,13,16,Malveillance,NA,30.75,4.0,2.0,1.0,10.7,19.1,12.1,5.3,3965.0,14346.5
95,34032,BÃ©ziers,54000,2012,Jun,25,15,Accidentelle,NA,48.05,3.0,2.5,2.0,9.5,19.5,11.8,4.0,4299.0,14539.5
96,2B185,Oletta,90000,2012,Aug,20,12,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
97,7038,Borne,500000,2012,Aug,21,17,Naturelle,NA,106.5,7.0,5.0,3.0,3.3,10.9,9.7,1.5,3275.0,12558.0
98,7147,Malarce-sur-la-Thines,80000,2012,Aug,21,7,Accidentelle,NA,97.55,7.0,4.0,3.0,8.5,18.7,9.7,1.5,0.0,0.0
99,48148,Saint-Ã‰tienne-VallÃ©e-FranÃ§aise,50000,2012,Feb,15,15,Involontaire,particulier,91.4,7.0,4.0,2.0,8.9,18.85,10.1,3.1,3865.5,13845.0
100,66137,Perthus (Le),120000,2012,Jul,22,13,Malveillance,NA,49.2,5.0,3.0,2.0,10.5,19.3,11.0,3.5,2808.0,11152.0
101,34165,Montbazin,414500,2012,Aug,18,16,Malveillance,NA,42.7,4.0,2.0,1.0,9.1,19.3,11.9,4.8,4104.0,14498.0
102,66141,Pia,140000,2012,Jul,28,16,Accidentelle,NA,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
103,66069,Espira-de-l'Agly,50000,2012,Aug,12,4,Malveillance,NA,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
104,83099,Puget-sur-Argens,254000,2012,Aug,31,14,Involontaire,particulier,46.5,4.0,2.0,1.0,9.65,20.6,12.5,1.7,3757.0,13489.5
105,34061,Causses-et-Veyran,230000,2012,Aug,28,1,Malveillance,NA,37.3,5.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
106,66030,Calce,50000,2012,Aug,14,10,Malveillance,NA,31.7,3.0,2.0,1.0,8.8,19.5,10.95,2.6,2808.0,11152.0
107,66214,Tresserre,160000,2012,Aug,17,13,Accidentelle,NA,34.75,5.0,2.0,1.0,9.5,19.2,11.8,3.7,2808.0,11152.0
108,66005,Angoustrine-Villeneuve-des-Escaldes,630000,2012,Aug,24,13,Involontaire,particulier,57.2,8.0,4.0,2.0,3.6,12.6,6.85,2.8,4173.0,15741.0
109,66088,Ille-sur-TÃªt,50000,2012,Sep,10,2,Malveillance,NA,22.35,4.5,1.0,1.0,9.2,20.1,11.2,3.1,2808.0,11152.0
110,66227,Villeneuve-de-la-Raho,150000,2012,Sep,13,20,Accidentelle,NA,28.95,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
111,11397,TrÃ¨bes,143800,2012,Sep,14,13,Involontaire,particulier,45.8,7.0,3.0,1.0,9.7,18.5,11.7,4.9,3476.0,13610.0
112,66147,PortÃ©-Puymorens,50000,2012,Jul,18,15,Naturelle,NA,66.5,6.0,4.0,2.0,3.6,12.6,6.85,2.8,4173.0,15741.0
113,4163,Revest-du-Bion,297000,2012,Jul,18,18,Involontaire,travaux,68.2,7.0,4.0,2.0,3.1,15.25,8.5,3.4,3410.0,12960.0
114,4156,Puimichel,264000,2012,Jul,26,15,Involontaire,travaux,48.85,6.0,3.0,2.0,5.3,20.1,9.2,3.3,4529.0,14928.0
115,13112,Velaux,320000,2012,Sep,13,17,Malveillance,NA,38.45,4.0,2.0,1.0,9.6,20.5,10.8,2.7,4653.0,15455.0
116,5024,Bruis,400000,2012,Aug,27,13,Naturelle,NA,74.6,8.0,4.0,3.0,2.3,16.9,9.5,1.8,3396.0,11939.0
117,7210,Saint-AndÃ©ol-de-Vals,70000,2012,Feb,22,17,Involontaire,particulier,89.5,8.0,4.0,3.0,7.5,17.2,9.6,2.6,3297.0,12155.0
118,2A004,Ajaccio,438000,2012,Aug,31,16,Malveillance,NA,52.05,6.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
119,2A004,Ajaccio,50000,2012,Sep,2,16,Malveillance,NA,52.05,6.0,3.0,2.0,10.9,21.5,12.9,3.2,4527.0,15479.5
120,66150,Prats-de-Mollo-la-Preste,90000,2012,Nov,13,10,Involontaire,travaux,75.5,7.0,4.0,3.0,3.9,11.4,7.05,3.1,3137.0,12269.5
121,7266,Sainte-Marguerite-LafigÃ¨re,230000,2012,Feb,23,13,Involontaire,particulier,81.05,8.0,4.0,3.0,6.0,15.9,9.7,1.5,0.0,0.0
122,6057,EscarÃ¨ne (L'),52400,2012,Feb,20,13,Involontaire,travaux,58.4,5.0,3.0,2.0,9.4,16.9,9.4,1.4,0.0,0.0
123,22233,Plourivo,200000,2013,May,9,16,Accidentelle,NA,59.75,11.0,4.0,1.0,7.3,16.0,11.5,5.5,2772.0,10874.0
124,17110,ClÃ©rac,90000,2013,Jun,3,13,Accidentelle,NA,53.0,9.0,4.0,2.0,7.3,17.9,11.4,1.3,3402.5,12764.5
125,12275,Tauriac-de-CamarÃ¨s,120000,2013,Jul,13,13,Involontaire,travaux,76.95,7.5,4.0,2.0,7.5,14.8,10.5,3.2,3138.0,12100.0
126,43220,Saint-PrÃ©jet-d'Allier,124000,2013,Sep,4,14,Involontaire,particulier,57.5,9.0,3.0,2.0,2.5,13.5,8.3,3.0,3281.0,12473.0
127,65066,Barrancoueu,500000,2013,Apr,14,14,Involontaire,travaux,64.2,9.0,4.0,2.0,4.85,21.4,9.15,1.8,3276.0,13039.0
128,82038,Caylus,70000,2013,Apr,17,16,Accidentelle,NA,68.3,9.0,4.0,2.0,7.8,18.9,11.1,2.3,3239.5,12941.5
129,33230,Lapouyade,344800,2013,Mar,4,15,Involontaire,travaux,53.0,9.0,4.0,2.0,7.4,18.6,11.4,1.3,3561.0,13736.0
130,24263,Mazeyrolles,220000,2013,Mar,5,14,Accidentelle,NA,69.3,9.0,5.0,2.0,9.0,20.6,11.1,2.4,3398.0,12700.0
131,34305,Le SouliÃ©,104300,2013,Apr,25,15,Involontaire,travaux,116.05,10.0,6.0,4.0,7.0,15.3,10.9,4.2,3138.0,12100.0
132,2B034,BelgodÃ¨re,60000,2013,Jun,23,16,Involontaire,particulier,39.3,5.0,3.0,1.0,8.75,19.0,12.6,4.7,4352.5,15088.5
133,2B350,Vignale,60000,2013,Jun,29,14,Malveillance,NA,46.5,5.0,3.0,1.0,9.7,18.3,12.8,2.7,4212.0,14636.0
134,66048,CerbÃ¨re,300000,2013,Feb,3,16,Accidentelle,NA,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
135,4023,Bayons,153000,2013,Mar,4,0,Involontaire,travaux,61.3,7.0,4.0,2.0,2.95,17.05,8.7,1.2,4490.0,16015.0
136,4023,Bayons,87000,2013,Mar,4,0,Involontaire,travaux,61.3,7.0,4.0,2.0,2.95,17.05,8.7,1.2,4490.0,16015.0
137,2B167,Montegrosso,175800,2013,Jul,12,11,Malveillance,NA,55.4,6.0,3.0,2.0,10.7,20.3,11.9,3.7,4352.5,15088.5
138,30032,Beaucaire,72745,2013,Jul,17,13,Accidentelle,NA,44.5,3.0,2.0,2.0,10.2,20.2,11.4,3.3,3442.0,6978.0
139,2B185,Oletta,118300,2013,Jul,25,11,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
140,34218,Prades-sur-Vernazobre,58000,2013,Jul,25,10,Involontaire,travaux,39.6,5.0,2.0,1.0,10.4,18.9,11.0,3.9,3138.0,12100.0
141,2B123,Ghisonaccia,60000,2013,Aug,2,15,Malveillance,NA,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
142,2B185,Oletta,144800,2013,Aug,4,12,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
143,30032,Beaucaire,62659,2013,Jul,23,21,Malveillance,NA,44.5,3.0,2.0,2.0,10.2,20.2,11.4,3.3,3442.0,6978.0
144,11122,Douzens,153000,2013,Aug,9,16,Involontaire,particulier,41.35,6.0,3.0,1.0,9.9,19.4,11.8,5.6,3965.0,14346.5
145,66186,Saint-Nazaire,70000,2013,Aug,10,13,Malveillance,NA,28.95,4.0,2.0,1.0,10.2,19.3,12.1,3.4,4055.0,14416.0
146,2B123,Ghisonaccia,60000,2013,Aug,20,12,Malveillance,NA,38.5,5.0,2.0,1.0,11.4,19.7,12.6,3.1,4020.0,14625.0
147,2B350,Vignale,557600,2013,Aug,20,11,Malveillance,NA,46.5,5.0,3.0,1.0,9.7,18.3,12.8,2.7,4212.0,14636.0
148,2B205,Patrimonio,99200,2013,Aug,25,16,Involontaire,travaux,63.55,4.5,2.0,2.0,10.65,17.0,13.3,2.3,4212.0,14636.0
149,34323,Valmascle,65200,2013,Aug,27,18,Malveillance,NA,51.7,5.0,3.0,2.0,10.35,20.85,11.0,2.7,4299.0,14539.5
150,30033,Beauvoisin,146571,2013,Sep,1,10,Malveillance,NA,53.0,2.0,2.0,2.0,9.5,19.7,10.85,3.6,3851.5,14382.5
151,34147,Magalas,78000,2013,Sep,1,16,Involontaire,particulier,34.8,4.0,2.0,1.0,9.95,19.6,11.1,3.1,4299.0,14539.5
152,2B337,Valle-di-Rostino,230500,2013,Sep,4,14,Malveillance,NA,38.75,5.0,2.0,1.0,16.95,33.65,11.4,2.6,4052.0,14420.0
153,66205,Tautavel,190000,2013,Aug,24,17,Malveillance,NA,31.7,3.0,2.0,1.0,8.55,17.65,10.5,2.1,3286.0,13667.5
154,2B187,Olmeta-di-Capocorso,50000,2013,Sep,13,12,Malveillance,NA,40.85,5.0,3.0,1.0,10.65,17.0,13.3,4.3,4212.0,14636.0
155,2B143,Linguizzetta,80000,2013,Sep,14,18,Malveillance,NA,41.0,5.0,2.0,1.0,13.5,19.9,13.3,3.6,4020.0,14625.0
156,2B185,Oletta,111400,2013,Sep,17,7,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
157,2B298,Saint-Florent,50000,2013,Sep,17,7,Malveillance,NA,22.95,3.0,1.5,0.5,10.6,20.4,12.3,2.3,0.0,0.0
158,2B185,Oletta,60000,2013,Sep,17,11,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
159,34281,Saint-Pargoire,681500,2013,Sep,20,5,Malveillance,NA,38.1,4.0,2.0,1.0,8.2,19.7,10.95,2.2,4120.0,14757.0
160,7334,Les Vans,300000,2013,Sep,19,15,Involontaire,travaux,68.0,6.0,3.0,2.0,9.0,19.5,10.4,2.4,0.0,0.0
161,34026,Beaufort,220000,2013,Sep,19,18,Malveillance,NA,38.1,6.0,2.0,1.0,9.65,19.5,12.7,3.9,3965.0,14346.5
162,66145,Ponteilla,70000,2013,Sep,20,3,Involontaire,particulier,22.75,3.0,2.0,1.0,9.5,19.2,11.8,2.6,2808.0,11152.0
163,11262,Narbonne,916000,2013,Sep,19,12,Accidentelle,NA,30.75,4.0,2.0,1.0,10.1,18.6,12.1,5.3,0.0,0.0
164,2B188,Olmeta-di-Tuda,87000,2013,Oct,1,11,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
165,2B287,Sorio,560000,2013,Oct,4,10,Malveillance,NA,48.4,6.0,3.0,2.0,9.45,18.4,8.9,2.7,0.0,0.0
166,66016,Banyuls-sur-Mer,50000,2013,Oct,9,10,Involontaire,travaux,30.95,4.0,2.0,1.0,12.3,17.95,12.3,8.0,4055.0,14416.0
167,2B167,Montegrosso,60000,2013,Oct,11,16,Involontaire,particulier,55.4,6.0,3.0,2.0,10.7,20.3,11.9,3.7,4352.5,15088.5
168,66136,Perpignan,60000,2013,Oct,23,14,Malveillance,NA,29.25,4.0,2.0,1.0,10.8,19.45,11.4,4.5,4099.0,14633.5
169,13002,Allauch,114000,2013,Oct,22,19,Malveillance,NA,32.45,4.0,2.0,1.0,8.0,17.8,10.4,2.3,4663.0,16366.0
170,2B049,Calenzana,384300,2013,Nov,3,12,Malveillance,NA,63.6,6.0,3.0,2.0,10.7,20.3,11.9,3.7,4352.5,15088.5
171,2B184,Olcani,156900,2013,Nov,7,17,Involontaire,travaux,40.85,5.0,3.0,1.0,13.5,18.95,12.55,4.3,4212.0,14636.0
172,2B043,Brando,191200,2013,Nov,9,20,Accidentelle,NA,49.55,5.0,3.0,1.0,13.3,18.7,12.95,4.3,4212.0,14636.0
173,11269,Ouveillan,51800,2013,Mar,15,10,Involontaire,particulier,32.15,5.0,2.0,1.0,10.2,20.5,12.1,5.3,3965.0,14346.5
174,34289,Saint-ThibÃ©ry,78400,2013,Nov,14,14,Malveillance,NA,33.2,5.0,2.0,1.0,9.9,20.1,11.4,3.0,4120.0,14757.0
175,34168,Montesquieu,54000,2013,Nov,30,7,Malveillance,NA,40.25,5.0,2.0,1.0,10.35,20.85,11.0,2.7,4299.0,14539.5
176,6153,Valdeblore,57500,2013,Dec,13,14,Malveillance,NA,60.8,6.0,3.0,2.0,-0.6,4.1,4.6,2.0,0.0,0.0
177,13065,MouriÃ¨s,63000,2013,Dec,6,18,Accidentelle,NA,39.7,4.0,2.0,1.0,9.1,20.2,11.8,2.4,0.0,0.0
178,2B188,Olmeta-di-Tuda,70000,2013,Dec,31,14,Malveillance,NA,41.15,5.0,2.0,1.0,10.6,20.4,12.3,2.3,4212.0,14636.0
179,83140,Tourves,110000,2013,Apr,13,14,Involontaire,particulier,46.7,4.0,2.0,1.0,6.8,19.5,10.05,2.0,0.0,0.0
180,4217,Thoard,135600,2013,Mar,4,13,Involontaire,travaux,66.0,6.0,4.0,2.0,4.8,19.3,9.4,1.8,4529.0,14928.0
181,66080,FontpÃ©drouse,50000,2013,Apr,23,11,Involontaire,travaux,30.0,3.0,2.0,1.0,1.3,11.3,5.0,3.4,3137.0,12269.5
182,65352,Ouzous,150000,2014,Mar,20,14,Involontaire,travaux,67.8,9.0,4.0,2.0,8.2,18.9,10.1,2.0,3156.0,12814.0
183,15251,VÃ©drines-Saint-Loup,60000,2014,Mar,20,17,Accidentelle,NA,81.1,11.0,5.0,3.0,3.7,13.8,8.3,2.1,3336.0,12135.0
184,15149,Paulhenc,60000,2014,Mar,20,19,Involontaire,travaux,90.4,10.0,6.0,3.0,4.5,12.9,8.6,4.7,3413.5,13734.0
185,41018,Blois,50000,2014,Sep,11,19,Malveillance,NA,52.8,9.0,4.0,2.0,7.05,17.4,12.0,3.7,2825.0,11408.0
186,33095,Captieux,270000,2014,Aug,8,15,Naturelle,NA,66.05,10.0,4.0,2.0,7.4,18.75,11.0,2.0,3171.0,12582.0
187,33095,Captieux,1000000,2014,Apr,23,16,Involontaire,particulier,66.05,10.0,4.0,2.0,7.4,18.75,11.0,2.0,3171.0,12582.0
