id,code_INSEE,surface_parcourue_m2,annee,mois,jour,heure,nature_inc_prim,nature_inc_sec,altitude_med,altitude_zone
1071,2B210,70000.0,2022,Jan,12,9,Malveillance,NA,25.0,Basse
1072,7202,214923.0,2022,Jan,20,17,Involontaire,particulier,400.0,Basse
1073,2B135,50000.0,2022,Jan,29,13,Malveillance,NA,198.0,Basse
1074,2B007,493700.0,2022,Feb,1,15,Involontaire,travaux,1074.0,Haute
1075,2B207,222400.0,2022,Feb,1,15,Malveillance,NA,25.0,Basse
1076,2B095,321000.0,2022,Feb,11,14,Malveillance,NA,1063.0,Haute
1077,34156,82618.0,2022,Jan,23,11,Involontaire,travaux,184.0,Basse
1078,34279,63576.0,2022,Mar,24,17,Malveillance,NA,230.0,Basse
1079,2B235,350000.0,2022,Feb,24,14,Malveillance,NA,844.0,Basse
1080,2B290,80000.0,2022,Feb,26,11,Malveillance,NA,844.0,Basse
1081,2B145,190000.0,2022,Feb,26,14,Malveillance,NA,25.0,Basse
1082,5004,339545.0,2022,Mar,24,10,Malveillance,NA,1354.0,Haute
1083,5090,446427.0,2022,Mar,26,14,Malveillance,NA,1100.0,Haute
1084,7093,170980.0,2022,Jan,26,12,Involontaire,particulier,428.0,Basse
1085,2B290,112000.0,2022,Mar,12,10,Malveillance,NA,844.0,Basse
1086,2B223,56000.0,2022,Mar,24,9,Malveillance,NA,510.0,Basse
1087,6153,396400.0,2022,Mar,24,10,Involontaire,travaux,1058.0,Haute
1088,4019,350000.0,2022,Mar,26,14,Involontaire,particulier,2100.0,Haute
1089,4170,867100.0,2022,Apr,8,13,Malveillance,NA,860.0,Basse
1090,13005,120000.0,2022,Mar,26,15,Involontaire,particulier,105.0,Basse
1091,30325,190184.0,2022,Apr,14,14,Accidentelle,NA,252.0,Basse
1092,83044,273000.0,2022,Apr,9,16,Involontaire,particulier,884.0,Basse
1093,4018,59700.0,2022,Apr,18,12,Involontaire,particulier,747.0,Basse
1094,2A117,73000.0,2022,Mar,25,18,Involontaire,travaux,541.0,Basse
1095,2A031,77000.0,2022,Apr,13,12,Involontaire,travaux,661.0,Basse
1096,34214,97231.0,2022,Jan,28,16,Involontaire,travaux,73.0,Basse
1097,48119,80000.0,2022,Jan,26,15,Involontaire,travaux,900.0,Basse
1098,48116,200000.0,2022,Jan,27,14,Involontaire,travaux,1000.0,Haute
1099,66127,80000.0,2022,May,18,13,Involontaire,travaux,120.0,Basse
1100,2B046,339800.0,2022,Apr,12,12,Malveillance,NA,278.0,Basse
1101,2B184,96300.0,2022,Apr,16,16,Malveillance,NA,140.0,Basse
1102,2B058,239000.0,2022,Apr,18,13,Malveillance,NA,140.0,Basse
1103,2B301,116000.0,2022,Apr,18,14,Malveillance,NA,480.0,Basse
1104,13117,70000.0,2022,Jun,9,14,Malveillance,NA,9.0,Basse
1105,13044,50000.0,2022,Jun,9,16,Involontaire,particulier,58.0,Basse
1106,66014,293800.0,2022,Jun,12,14,Malveillance,NA,42.0,Basse
1107,30041,179700.0,2022,Jun,13,15,Involontaire,particulier,59.0,Basse
1108,30145,376800.0,2022,Jun,13,14,Accidentelle,NA,24.0,Basse
1109,13067,99900.0,2022,Jun,15,13,Involontaire,particulier,250.0,Basse
1110,48145,60000.0,2022,Mar,1,11,Involontaire,travaux,1418.0,Haute
1111,48049,50000.0,2022,Mar,6,19,Involontaire,travaux,746.0,Basse
1112,48040,60000.0,2022,Mar,7,19,Involontaire,particulier,900.0,Basse
1113,34118,329248.0,2022,Jun,17,15,Accidentelle,NA,65.0,Basse
1114,34268,146953.0,2022,Jun,17,16,Malveillance,NA,110.0,Basse
1115,66093,101000.0,2022,Jun,23,14,Malveillance,NA,28.0,Basse
1116,26146,363463.0,2022,Jun,18,11,Malveillance,NA,206.0,Basse
1117,26295,110000.0,2022,Jun,19,13,Malveillance,NA,203.0,Basse
1118,2B314,350000.0,2022,Jun,7,14,Involontaire,travaux,480.0,Basse
1119,2B354,261600.0,2022,Jun,8,23,Malveillance,NA,986.0,Basse
1120,2B123,57000.0,2022,Jun,10,18,Malveillance,NA,61.0,Basse
1121,2B029,53000.0,2022,Jun,12,11,Malveillance,NA,300.0,Basse
1122,2B143,730000.0,2022,Jun,13,12,Involontaire,particulier,78.0,Basse
1123,2B123,235900.0,2022,Jun,21,11,Involontaire,travaux,61.0,Basse
1124,2B009,300000.0,2022,Jun,24,12,Involontaire,travaux,41.0,Basse
1125,2B341,50000.0,2022,Jun,23,1,Malveillance,NA,630.0,Basse
1126,2B352,81000.0,2022,Jun,26,13,Malveillance,NA,844.0,Basse
1127,83124,150000.0,2022,Jun,11,12,Involontaire,travaux,372.0,Basse
1128,30319,772400.0,2022,Jun,13,15,Involontaire,travaux,603.0,Basse
1129,66164,55000.0,2022,Jun,28,11,Malveillance,NA,42.0,Basse
1130,66041,66300.0,2022,Jun,28,18,Malveillance,NA,182.0,Basse
1131,66108,661500.0,2022,Jun,29,15,Malveillance,NA,103.0,Basse
1132,30169,138303.0,2022,Jul,8,0,Accidentelle,NA,24.0,Basse
1133,34295,121971.0,2022,Jul,1,16,Malveillance,NA,45.0,Basse
1134,34285,116264.0,2022,Jul,5,18,Malveillance,NA,22.0,Basse
1135,7040,65000.0,2022,Jun,20,17,Accidentelle,NA,566.0,Basse
1136,48146,370000.0,2022,Jul,19,13,Involontaire,travaux,618.0,Basse
1137,48022,120000.0,2022,Jul,20,16,Involontaire,travaux,618.0,Basse
1138,4179,210000.0,2022,Jul,19,16,Naturelle,NA,1070.0,Haute
1139,2B079,148000.0,2022,Jul,24,14,Malveillance,NA,499.0,Basse
1140,2B341,300900.0,2022,Jul,28,13,Malveillance,NA,630.0,Basse
1141,2B007,219000.0,2022,Jul,28,16,Malveillance,NA,1074.0,Haute
1142,2B314,300000.0,2022,Aug,1,8,Malveillance,NA,480.0,Basse
1143,34329,138560.0,2022,Jul,26,18,Malveillance,NA,12.0,Basse
1144,34221,154863.0,2022,Jul,26,21,Malveillance,NA,58.0,Basse
1145,34230,291900.0,2022,Jul,28,13,Naturelle,NA,729.0,Basse
1146,34162,130122.0,2022,Aug,2,15,Malveillance,NA,22.0,Basse
1147,6077,63000.0,2022,Jul,31,17,Accidentelle,NA,1420.0,Haute
1148,48148,150000.0,2022,Aug,2,17,Accidentelle,NA,518.0,Basse
1149,66193,973700.0,2022,Jul,23,14,Involontaire,particulier,457.0,Basse
1150,7330,732400.0,2022,Jul,18,14,Malveillance,NA,120.0,Basse
1151,7134,713800.0,2022,Jul,22,16,Malveillance,NA,220.0,Basse
1152,7077,180000.0,2022,Jul,27,10,Malveillance,NA,740.0,Basse
1153,83076,343300.0,2022,Jul,31,13,Involontaire,travaux,300.0,Basse
1154,66214,50000.0,2022,Jul,30,21,Accidentelle,NA,148.0,Basse
1155,34318,321000.0,2022,Aug,6,15,Involontaire,particulier,67.0,Basse
1156,4086,97000.0,2022,Feb,8,11,Involontaire,particulier,1510.0,Haute
1157,4209,62300.0,2022,Feb,9,14,Involontaire,particulier,485.0,Basse
1158,48028,290000.0,2022,Aug,5,18,Naturelle,NA,903.0,Basse
1159,34087,69233.0,2022,Jul,10,11,Involontaire,particulier,34.0,Basse
1160,34209,115995.0,2022,Jul,20,11,Involontaire,travaux,15.0,Basse
1161,48015,100000.0,2022,Aug,12,17,Accidentelle,NA,803.0,Basse
1162,6002,120000.0,2022,Aug,6,17,Naturelle,NA,1525.0,Haute
1163,2A099,51000.0,2022,Aug,7,16,Naturelle,NA,928.0,Basse
1164,7085,121000.0,2022,Aug,10,14,Accidentelle,NA,367.0,Basse
1165,7129,105000.0,2022,Aug,13,11,Malveillance,NA,367.0,Basse
1166,30295,512700.0,2022,Jul,24,16,Malveillance,NA,135.0,Basse
1167,34235,71168.0,2022,Aug,7,16,Malveillance,NA,900.0,Basse
1168,34019,362900.0,2022,Aug,7,16,Accidentelle,NA,435.0,Basse
1169,66141,58000.0,2022,Aug,7,14,Malveillance,NA,42.0,Basse
1170,13112,95400.0,2022,Jul,3,16,Involontaire,particulier,198.0,Basse
1171,13056,83100.0,2022,Jul,8,16,Involontaire,particulier,12.0,Basse
1172,13098,248600.0,2022,Jul,8,2,Malveillance,NA,4.0,Basse
1173,13106,349990.0,2022,Jul,31,16,Accidentelle,NA,209.0,Basse
1174,13019,50000.0,2022,Aug,2,16,Accidentelle,NA,163.0,Basse
1175,13097,948280.0,2022,Aug,22,15,Malveillance,NA,12.0,Basse
1176,4039,289400.0,2022,Feb,10,15,Involontaire,particulier,729.0,Basse
1177,7161,248000.0,2022,Aug,28,0,Malveillance,NA,602.0,Basse
1178,7028,80000.0,2022,Sep,1,11,Naturelle,NA,251.0,Basse
1179,48050,60000.0,2022,Sep,18,15,Accidentelle,NA,903.0,Basse
1180,11095,285519.0,2022,Aug,29,12,Involontaire,particulier,130.0,Basse
1181,6163,68800.0,2022,Sep,19,11,Involontaire,travaux,1279.0,Haute
1182,6104,71000.0,2022,Sep,9,23,Involontaire,travaux,75.0,Basse
1183,2B185,80000.0,2022,Oct,5,14,Malveillance,NA,54.0,Basse
1184,66046,811900.0,2022,Aug,15,2,Malveillance,NA,347.0,Basse
1185,66148,64000.0,2022,Sep,3,2,Accidentelle,NA,72.0,Basse
1186,2B292,55000.0,2022,Oct,22,13,Malveillance,NA,179.0,Basse
1187,2B292,102070.0,2022,Oct,24,12,Malveillance,NA,179.0,Basse
1188,2B055,177900.0,2022,Oct,28,15,Malveillance,NA,484.0,Basse
1189,26367,200000.0,2022,Jul,18,16,Malveillance,NA,270.0,Basse
1190,11132,54800.0,2022,Nov,20,14,Involontaire,travaux,85.0,Basse
1191,7315,50000.0,2022,Jan,16,16,Involontaire,particulier,600.0,Basse
1192,84091,264600.0,2022,Jul,1,14,Involontaire,particulier,55.0,Basse
1193,30337,54745.0,2022,Jul,24,17,Accidentelle,NA,135.0,Basse
1194,2A031,50000.0,2022,Jan,30,16,Involontaire,travaux,661.0,Basse
1195,4090,221200.0,2022,Jan,16,13,Involontaire,travaux,1090.0,Haute
1196,4061,105700.0,2022,Jan,17,11,Involontaire,particulier,1642.0,Haute
1197,2A024,387700.0,2022,Feb,24,17,Malveillance,NA,1018.0,Haute
1198,6153,70000.0,2022,Feb,26,14,Involontaire,particulier,1058.0,Haute
1199,7226,94600.0,2022,Feb,18,16,Involontaire,particulier,1190.0,Haute
1200,7200,134800.0,2022,Feb,26,16,Involontaire,particulier,1185.0,Haute
1201,50041,390000.0,2022,Jul,17,2,Malveillance,NA,140.0,Basse
1202,50041,60000.0,2022,Jul,17,23,Malveillance,NA,140.0,Basse
